30845,2,FIX0,U32,BANK-xxx-SOC
30851,2,FIX2,U32,BANK-xxx-VDC
30843,2,FIX3,S32,BANK-xxx-IDC
30849,2,FIX1,S32,BANK-xxx-TEMP
